"Product ","Category ","Tax Category ","Location ","Strain ","Member Discount ","Requires Weighing ","Medicated ","Requires Inventory ","Default Vendor ","Default Usable ","Cost Per Unit ","Inventory Type ","Quantity On Hand ","Metrc Weighable ","Rec Tax Category ","Medical Label ","Recreational Label "
"Mob Boss LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","8","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Moby Dick JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Moby Dick","Yes","No","Yes","Yes","Green Sea Distribution","5","8","Bud","","No","Tax Standard","Default Label","Default Label"
"Moby PAX Pod 0.5g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","0.5","12.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Mr. Clean LR 1g","Concentrates","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","DYME Distribution","1","30","Cannabinoid concentrate in solid form","","No","Tax Standard","Default Label","Default Label"
"Neapolitan Mintz BLUNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Neapolitan Mintz","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","3","Bud","","No","Tax Standard","Default Label","Default Label"
"New Years Eve BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","New Years Eve","Yes","Yes","Yes","Yes","Lifted","","0.77","Bud","","Yes","Tax Standard","Default Label","Default Label"
"New Years Eve PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","New Years Eve","Yes","No","Yes","Yes","Lifted","1","0.77","Bud","","Yes","Tax Standard","Default Label","Default Label"
"New Years Eve PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","New Years Eve","Yes","No","Yes","Yes","Lifted","3.5","2.7","Bud","","Yes","Tax Standard","Default Label","Default Label"
"New Years Eve PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","New Years Eve","Yes","No","Yes","Yes","Lifted","7","5.39","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Nigerian Silver BLUNT 2g","Prerolls","Tax Exempt","Apothca - Eugene","Nigerian Silver","Yes","No","Yes","Yes","Dreamfield Transfer Services","2","6.5","Bud","","No","Tax Standard","Default Label","Default Label"
"Nigerian Silver JNT 1g","Prerolls","Tax Exempt","Apothca - Eugene","Nigerian Silver","Yes","No","Yes","Yes","Sugar Shack Farms","1","1.25","Bud","","No","Tax Standard","Default Label","Default Label"
"Northern Lights Cart Dist 1g","Extracts","Tax Exempt","Apothca - Eugene","Northern Lights.","Yes","No","Yes","Yes","CWD Northwest, Inc.
","1","8.5","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"OG Crasher KIEF 1g","Concentrates","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Fire Dept. Cannabis","1","5","Cannabinoid concentrate in solid form","","No","Tax Standard","Default Label","Default Label"
"OG Kush BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","OG Kush","Yes","Yes","Yes","Yes","Miracle Wholesale","","0.88","Bud","","Yes","Tax Standard","Default Label","Default Label"
"OG Kush cart Co2 1g","Cartridges","Tax Exempt","Apothca - Eugene","OG Kush","Yes","No","Yes","Yes","Green Sea Distribution","1","8","Bud","28","No","Tax Standard","Default Label","Default Label"
"OG Kush JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","OG Kush","Yes","No","Yes","Yes","Miracle Wholesale","1.2","1.06","Bud","","No","Tax Standard","Default Label","Default Label"
"OG Kush PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","OG Kush","Yes","No","Yes","Yes","Miracle Wholesale","1","0.88","Bud","","Yes","Tax Standard","Default Label","Default Label"
"OG Kush PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","OG Kush","Yes","No","Yes","Yes","Miracle Wholesale","3.5","3.08","Bud","","Yes","Tax Standard","Default Label","Default Label"
"OG Kush PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","OG Kush","Yes","No","Yes","Yes","Miracle Wholesale","7","6.16","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Old School Hash 1g","Concentrates","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","CWD Northwest, Inc.
","1","3.5","Cannabinoid concentrate in solid form","80","No","Tax Standard","Default Label","Default Label"
"Orange Blossom Shatter 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","7.75","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Orange Freeze BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Orange Freeze","Yes","Yes","Yes","Yes","Self Made Farms, LLC.","","1.43","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Orange Freeze JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Orange Freeze","Yes","No","Yes","Yes","Self Made Farms, LLC.","1.2","1.72","Bud","","No","Tax Standard","Default Label","Default Label"
"Orange Freeze JNT 10g","Prerolls","Tax Exempt","Apothca - Eugene","Orange Freeze","Yes","No","Yes","Yes","Self Made Farms, LLC.","10","14.3","Bud","","No","Tax Standard","Default Label","Default Label"
"Orange Freeze PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Orange Freeze","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","1.43","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Orange Freeze PP 28","Bulk Shake","Tax Exempt","Apothca - Eugene","Orange Freeze","Yes","No","Yes","Yes","Self Made Farms, LLC.","28","40.04","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Orange Freeze PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Orange Freeze","Yes","No","Yes","Yes","Self Made Farms, LLC.","3.5","5.01","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Orange Freeze PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Orange Freeze","Yes","No","Yes","Yes","Self Made Farms, LLC.","7","10.01","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Orange Gelato Shatter 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","7.75","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Oregon Marionberry Cart CO2 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","1","10","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Original Glue BLUNT 2g","Prerolls","Tax Exempt","Apothca - Eugene","GG#4","Yes","No","Yes","Yes","Dreamfield Transfer Services","2","6.5","Bud","","No","Tax Standard","Default Label","Default Label"
"Pandemic Punch Crumble 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","7.2","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Pandora's Box TWAX JNT 1g","Infused Prerolls","Tax Exempt","Apothca - Eugene","Pandora's Box","Yes","No","Yes","Yes","DYME Distribution","1","8","Infused Prerolls","","No","Tax Standard","Default Label","Default Label"
"Papaya Punch BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Papaya Punch","Yes","Yes","Yes","Yes","Lifted","","0.55","Bud","454.00","Yes","Tax Standard","Default Label","Default Label"
"Papaya Punch cart LR 1g","Cartridges","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Drops","1","15.63","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Papaya Punch JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Papaya Punch","Yes","No","Yes","Yes","Meraki Gardens","0.6","0.92","Bud","","No","Tax Standard","Default Label","Default Label"
"Papaya Punch PP 1g
","Sharing Shelf","Tax Exempt","Apothca - Eugene","Papaya Punch","Yes","No","Yes","Yes","Meraki Gardens","1","1.54","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Papaya Punch PP 3.5g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Papaya Punch","Yes","No","Yes","Yes","Meraki Gardens","3.5","5.39","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Papaya Punch PP 7g","Sharing Shelf","Tax Exempt","Apothca - Eugene","Papaya Punch","Yes","No","Yes","Yes","Meraki Gardens","7","10.78","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Papayango LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","9","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Peanut Butter BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Peanut Butter","Yes","Yes","Yes","Yes","BG Family Farms, LLC","","1.32","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Peanut Butter JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Peanut Butter","Yes","No","Yes","Yes","BG Family Farms, LLC","1.2","1.58","Bud","","No","Tax Standard","Default Label","Default Label"
"Peanut Butter PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Peanut Butter","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","0.66","Bud","18","Yes","Tax Standard","Default Label","Default Label"
"Peanut Butter PP 3.5","Economic Shelf","Tax Exempt","Apothca - Eugene","Peanut Butter","Yes","No","Yes","Yes","Self Made Farms, LLC.","3.5","2.31","Bud","48","Yes","Tax Standard","Default Label","Default Label"
"Peanut Butter PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Peanut Butter","Yes","No","Yes","Yes","Self Made Farms, LLC.","7","4.62","Bud","4","Yes","Tax Standard","Default Label","Default Label"
"PeanutButter Bombs Milk 50mg","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","0.05","2.5","Cannabinoid edibles","155","No","Tax Standard","Default Label","Default Label"
"Pennywise Bulk","Bulk Flower","Tax Exempt","Apothca - Eugene","Pennywise","Yes","Yes","Yes","Yes","The Dub Wholesale","","0.55","Bud","313","Yes","Tax Standard","Default Label","Default Label"
"Pennywise JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Pennywise","Yes","No","Yes","Yes","The Dub Wholesale","0.6","0.33","Bud","","No","Tax Standard","Default Label","Default Label"
"Pennywise PP 28g","Bulk Shake","Tax Exempt","Apothca - Eugene","Pennywise","Yes","No","Yes","Yes","The Dub Wholesale","28","15.4","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Peppermint Patties 50mg","Edibles","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","0.05","3","Cannabinoid edibles","21","No","Tax Standard","Default Label","Default Label"
"Pineapple BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Pineapple","Yes","Yes","Yes","Yes","DYME Distribution","1","1.1","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Pineapple JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Pineapple","Yes","No","Yes","Yes","DYME Distribution","1.2","1.32","Bud","","No","Tax Standard","Default Label","Default Label"
"Pineapple MAC LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Buddies Wholesale LLC","1","9","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Pineapple Mimosa LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","15","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Pineapple PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Pineapple","Yes","No","Yes","Yes","DYME Distribution","1","1.1","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Pineapple PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Pineapple","Yes","No","Yes","Yes","DYME Distribution","3.5","3.85","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Pineapple PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Pineapple","Yes","No","Yes","Yes","DYME Distribution","7","7.7","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Pineapple Punch WAX 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","1","4","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Pineapple Slurry LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","15","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Pineapple Upsidedown Cake BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Pineapple Upsidedown Cake","Yes","Yes","Yes","Yes","DYME Distribution","","1.1","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Pineapple Upsidedown Cake JNT 0.6g","Prerolls","Tax Exempt","Apothca - Eugene","Pineapple Upsidedown Cake","Yes","No","Yes","Yes","DYME Distribution","0.6","0.66","Bud","","No","Tax Standard","Default Label","Default Label"
"Pineapple Upsidedown Cake PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Pineapple Upsidedown Cake","Yes","No","Yes","Yes","DYME Distribution","1","1.1","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Pineapple Upsidedown Cake PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Pineapple Upsidedown Cake","Yes","No","Yes","Yes","DYME Distribution","3.5","3.85","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Pineapple Upsidedown Cake PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Pineapple Upsidedown Cake","Yes","No","Yes","Yes","DYME Distribution","7","7.7","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Pink Guava Cart CO2 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Green Sea Distribution","1","10","Cannabinoid extract in liquid form","","No","Tax Standard","Default Label","Default Label"
"Pink Ninja BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Pink Ninja","Yes","Yes","Yes","Yes","Trellis Farms","","1.98","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Platinum Sour Diesel LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","18","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Point Break BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Point Break","Yes","Yes","Yes","Yes","High Tech Farms, LLC","","2.10","Bud","469.40","Yes","Tax Standard","Default Label","Default Label"
"Point Break JNT 0.5g 5pk","Prerolls","Tax Exempt","Apothca - Eugene","Point Break","Yes","No","Yes","Yes","","2.5","3.3","Bud","","No","Tax Standard","Default Label","Default Label"
"Point Break JNT 0.6g 2pk","Prerolls","Tax Exempt","Apothca - Eugene","Point Break","Yes","No","Yes","Yes","Lifted","1.2","1.58","Bud","70","No","Tax Standard","Default Label","Default Label"
"Pudding JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Pudding","Yes","No","Yes","Yes","Sugar Shack Farms","5","8","Bud","1","No","Tax Standard","Default Label","Default Label"
"Puppies Breath BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Puppies Breath","Yes","Yes","Yes","Yes","Self Made Farms, LLC.","1","0.55","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Puppies Breath PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Puppies Breath","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","0.55","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Puppies Breath PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Puppies Breath","Yes","No","Yes","Yes","Self Made Farms, LLC.","3.5","1.93","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Puppies Breath PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Puppies Breath","Yes","No","Yes","Yes","Self Made Farms, LLC.","7","3.85","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purgatory JNT 0.5g 10pk","Prerolls","Tax Exempt","Apothca - Eugene","Purgatory","Yes","No","Yes","Yes","Bishop Orchards","5","8","Bud","","No","Tax Standard","Default Label","Default Label"
"Purple Apricot Shatter 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Self Made Farms, LLC.","1","5.5","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Purple Goo Bulk","Bulk Flower","Tax Exempt","Apothca - Eugene","Purple Goo","Yes","Yes","Yes","Yes","Meraki Gardens","1","1.43","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Goo JNT 7g","Prerolls","Tax Exempt","Apothca - Eugene","Purple Goo","Yes","No","Yes","Yes","Meraki Gardens","7","10.01","Bud","","No","Tax Standard","Default Label","Default Label"
"Purple Goo PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Purple Goo","Yes","No","Yes","Yes","Meraki Gardens","1","1.43","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Goo PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Purple Goo","Yes","No","Yes","Yes","Meraki Gardens","3.5","5.01","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Goo PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Purple Goo","Yes","No","Yes","Yes","Meraki Gardens","7","10.01","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Hindu Kush BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Purple Hindu Kush","Yes","Yes","Yes","Yes","Meraki Gardens","","1.43","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Hindu Kush PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Purple Hindu Kush","Yes","No","Yes","Yes","Meraki Gardens","1","1.43","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Hindu Kush PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Purple Hindu Kush","Yes","No","Yes","Yes","Meraki Gardens","3.5","5.01","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Hindu Kush PP 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Purple Hindu Kush","Yes","No","Yes","Yes","Meraki Gardens","7","10.01","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple OG LR 1g","Extracts","Tax Exempt","Apothca - Eugene","MIP","Yes","No","Yes","Yes","Oregrown Eugene","1","15","Cannabinoid extract in solid form","","No","Tax Standard","Default Label","Default Label"
"Purple Punch B's 7g","Economic Shelf","Tax Exempt","Apothca - Eugene","Purple Punch","Yes","No","Yes","Yes","Lifted","7","8.68","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Punch B's PP 1g","Economic Shelf","Tax Exempt","Apothca - Eugene","Purple Punch","Yes","No","Yes","Yes","Lifted","1","1.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Punch B's PP 3.5g","Economic Shelf","Tax Exempt","Apothca - Eugene","Purple Punch","Yes","No","Yes","Yes","Lifted","3.5","4.34","Bud","","Yes","Tax Standard","Default Label","Default Label"
"Purple Punch Bbuds BULK","Bulk Flower","Tax Exempt","Apothca - Eugene","Purple Punch","Yes","Yes","Yes","Yes","Lifted","","1.24","Bud","","Yes","Tax Standard","Default Label","Default Label"
